6.0480800000000001e-01 -1.1622399999999999e-01 -7.0701700000000001e-01  -1.1886509798549221e+00 -1.7725697727233292e+00 7.3503130058907216e+00 2.3052351925922512e+00 7.0359632233725589e-01 7.0805210207536129e-01
2.4915000000000000e-02 -1.1125840000000000e+00 -4.5290999999999998e-02  1.8315002399052360e+00 2.5687108073927239e-01 4.0644199391631231e-01 1.3195918963736006e+00 1.2011797393851986e+00 -4.2144083280681044e-01
-5.5081400000000003e-01 5.3186699999999998e-01 6.8610599999999999e-01  4.9934382584313802e-01 1.4060959028119866e+00 -1.0575411280450258e+00 9.5899164148625560e-01 1.1646221393780056e+00 -7.1283730032664239e-01
-1.2972490000000001e+00 -3.7268299999999999e-01 1.0977140000000001e+00  -3.9839789338521729e+00 -1.0045663543221453e-01 5.1237882522168854e-01 2.1760551349863128e-01 7.1132475701050368e-01 -7.9560568581318755e-02
3.2878400000000002e-01 -4.0536800000000001e-01 1.0825330000000000e+00  -2.0089321742612625e+00 1.2709663779300262e+00 -1.1772047207335057e+00 6.4763916306754643e-01 -1.0895792556404088e-01 8.6212711190051605e-01
-1.8242300000000000e-01 9.8897900000000005e-01 -7.4115500000000001e-01  -8.6399560095545986e+00 -2.1665979483963635e+00 -1.3984963994360220e+01 -2.3473737053461794e+00 2.2086440830229780e+01 5.7570517701834554e+00
-7.8683000000000003e-01 5.3724899999999998e-01 1.4733120000000000e+00  2.2067535233179375e-01 -5.2034734900469393e-02 1.0949473756954653e+00 1.4167071438299814e+00 3.4004208769484584e-01 -5.8701395056728334e-01
-4.7958499999999998e-01 8.6948099999999995e-01 2.2758800000000001e-01  9.6258706401101735e-01 1.2184758459647480e+00 -4.1117758748851496e-01 -1.4720351373946861e+00 1.0937904481127181e+00 4.9166060011120005e-01
1.0177400000000001e+00 9.0622599999999998e-01 5.9295500000000001e-01  6.0592155695355754e-01 -1.6710183725475380e+00 3.1700204031537527e-01 -5.4019680699727679e-01 -5.3256659910263060e-01 -3.7129056106264863e-01
9.0887600000000002e-01 1.5354499999999999e-01 9.2576999999999998e-01  5.3452998537452268e-01 -9.1264237903656487e-01 1.4149187989899661e+00 1.3009294345575331e+00 -1.9594596757261437e-01 -9.6534770675735948e-01
9.0410199999999996e-01 -7.4448000000000000e-02 -6.7949999999999998e-03  -1.1292039041415922e+00 -2.4104815088749015e-01 2.5615450880343640e+00 -1.0682783963399465e+00 -1.0162580782529138e+00 1.4666941579982240e-01
1.2492800000000000e-01 7.8009600000000001e-01 -4.5831899999999998e-01  6.0667947187643434e-01 1.3296485777966023e+00 -3.0475041437255928e+00 3.9702361757172606e+00 2.0688306729196340e+00 2.1381014446070373e-01
-9.5103000000000004e-01 -8.2531500000000002e-01 9.4374800000000003e-01  -4.6701004179803343e-03 3.5125445904091324e+00 -1.9578603539804942e+00 -6.4842761152872253e-01 1.0110464976250462e+00 9.0044367043716544e-01
-7.3698399999999997e-01 3.3818799999999999e-01 1.3574280000000001e+00  -2.9615842269405213e-01 -7.5656065933280864e-02 2.0062531757360960e+00 2.0708258850152275e+00 4.7311296151934373e-01 -1.6351440107905597e+00
-1.2901160000000000e+00 -2.0802399999999999e-01 1.3229240000000000e+00  -2.3345082639167694e+00 -1.1958559544380008e-01 9.0953979431540188e-01 6.7137028538702292e-01 1.7282909747758497e+00 -1.6500728792539029e-01
-2.4654599999999999e-01 3.8030700000000001e-01 6.1710100000000001e-01  3.4401790336808225e-01 -1.8003610967888970e+00 5.5813488738913031e-01 1.4925369662798293e+00 1.3465175821873629e+00 -1.0741882254125841e+00
2.6411000000000001e-01 -2.7302399999999999e-01 -3.2801599999999997e-01  3.6921811843709582e+00 1.1989442695949530e+00 2.5139126480082252e-01 -7.3353177803853042e-01 1.0238888465275409e-01 2.9197016684292625e+00
-5.7959899999999998e-01 1.0184670000000000e+00 1.3778619999999999e+00  2.2902228308431454e+00 -2.0369912100154117e-01 3.7411092540985696e-01 -2.6389814331144529e-01 3.2880587404315548e-01 6.1461144830943359e-01
9.0796500000000002e-01 -1.2695369999999999e+00 1.4873850000000000e+00  1.3590608684073058e-01 3.3236431046215820e-02 -5.9517294631059370e-01 8.8867858186808452e-02 3.4129575105444288e-01 -8.3232119378424743e-02
-6.5966300000000000e-01 9.4126299999999996e-01 3.7570199999999998e-01  3.3515084906110182e-01 2.6935753164421894e+00 2.1108709361116618e-01 -1.8452090379640194e+00 -2.3688105956168290e-01 4.1398863814484002e-02
1.8569999999999999e-03 -3.1560600000000000e-01 1.4491599999999999e-01  9.4387461487472357e-01 1.2532921022491927e+00 -9.3719907328759045e-01 1.9436297439564714e+00 1.2659357886872027e+00 -2.3879173760562518e+00
9.7005399999999997e-01 3.3318399999999998e-01 1.6425200000000001e-01  2.2224788948942753e+00 1.1807957525453379e+00 -4.4965471753431635e-01 6.2481983223147430e-01 -2.9762254833739070e+00 4.9998414581840989e-01
-1.5045800000000001e-01 9.3536699999999995e-01 4.1117399999999998e-01  1.6357162296704240e+00 -1.3107097440947595e+00 1.5682557929518209e-01 -6.3034201114958166e-01 1.9056278945730895e-01 3.5422063846455361e+00
2.4364000000000000e-02 -1.0681760000000000e+00 1.6158500000000001e-01  2.8501674493616234e+00 1.9849263329593863e+00 -1.1666458976881389e+00 1.7156209741429882e+00 3.7739298203797683e-01 -7.9429220759406982e-01
-3.4483500000000000e-01 -1.1496099999999999e-01 1.1498300000000000e-01  -6.6951934649704259e-01 -1.0120532630684173e-01 -1.4268049798209406e+00 5.9407501277436996e+00 -9.3429084983867572e+00 -1.8582892476121080e+00
5.1037699999999997e-01 -3.0064999999999997e-01 5.3893000000000002e-01  -1.4791793442947991e+00 4.9378048628984134e-01 -2.6192104231856606e+00 -9.0303663382408839e-01 5.9620507926789557e-01 -7.1631352930869951e-01
-9.3868700000000005e-01 7.3691000000000006e-02 2.0062500000000000e-01  -2.8236558825954114e+00 8.6986582974627069e-01 -1.5646853268359544e+00 1.3162823425897532e+00 2.8332518981204773e+00 -2.3820296286953155e+00
-2.2645100000000001e-01 6.8307000000000007e-02 -3.2169999999999998e-03  -2.7532851688335097e-01 -2.3983105960237090e+00 -2.5011850586984572e+00 2.7287234827579394e+00 2.0500920164306322e+00 5.0001710130326305e-01
-2.2807400000000000e-01 4.5504299999999998e-01 1.3167570000000000e+00  1.4672228928970370e+00 -3.0862155762383570e-01 1.3048930899902349e+00 5.3895586718779209e-01 5.1666829933343683e-01 -7.1707893749818885e-01
